gene	score	LFC	PVAL
clcn7	2.3578777301776137	0.061347688	0.854628821
brap	2.357971155452196	0.088214168	0.849816204
pnpla8	2.3582640160309714	0.116237181	0.805411041
cul4a	2.358379307513085	0.067566819	0.872095915
myom3	2.358591327405675	0.208903548	0.55590106
scp2a	2.3587557187100097	0.061830164	0.852333055
fibina	2.3592085006138843	0.171555767	0.695631287
asap2a	2.359250335941403	0.173438295	0.691389763
DEPDC4	2.359526362970964	0.115169729	0.807157446
trpa1a	2.3597530789155092	0.212614105	0.585541315
gtf2ird1	2.359893290304416	0.136553066	0.768074846
arl6ip5a	2.3601044368144053	0.060696853	0.866657886
srpk3	2.36018476972275	0.212944028	0.555331584
ccdc93	2.36040329924052	0.061680637	0.870469214
stmn4	2.3607466537631048	0.087225436	0.850882395
alad	2.3612114957215393	0.084209896	0.78243451
si:dkey-145p14.5	2.3614900701579367	0.066511198	0.871926478
arntl2	2.361627034388458	0.127583803	0.784799651
tnfrsf21	2.3620677485358463	0.092710467	0.842995031
mitfa	2.362117460994827	0.12698664	0.785858034
zfr2	2.3623041578801667	0.065853759	0.871926478
sssca1	2.362321667226606	0.068710542	0.870712945
si:ch211-1a19.3	2.362376039050786	0.21441117	0.576623083
rab3ip	2.362392511545586	0.087875805	0.849816204
alg8	2.362873750859552	0.087057289	0.850882395
dscr3	2.3628902334948867	0.192163614	0.573681672
znf395b	2.363016568433208	0.14585006	0.749625364
c1galt1c1	2.3630811419994178	0.068467016	0.870712945
cdc23	2.363093829585937	0.072912339	0.813591963
serpinf1	2.3631657097890226	0.108455045	0.818232506
yipf5	2.363956523070777	0.114764692	0.711668751
si:ch73-109d9.3	2.3643192213218636	0.208788233	0.598435483
ninl	2.36443997162492	0.141487	0.758140748
ptprfa	2.3648572280926476	0.152225728	0.637740637
klhl41a	2.364911045732645	0.170392685	0.697723263
elovl1b	2.3653269386605835	0.062498488	0.869624264
si:ch211-214j24.9	2.365452419213679	0.124654772	0.789842822
si:ch211-202h22.8	2.366035360165511	0.092245215	0.843271279
sdhaf2	2.366089197040063	0.106861237	0.820605463
zgc:66448	2.366724726374486	0.066105928	0.836427469
kif21a	2.3667710349570625	0.109545784	0.816099521
cd82b	2.366798686516948	0.192389444	0.573832224
mmp14b	2.3669809154895725	0.138791264	0.663068128
dab2	2.3671266242156443	0.061919171	0.867130518
CCDC57	2.367242403485443	0.159607442	0.720970219
snrka	2.3673300872727188	0.068850653	0.869692641
dbr1	2.367440827299702	0.192590143	0.57364706
slc35b2	2.3674750782727374	0.15998068	0.720158266
sypb	2.3677019065552556	0.159589062	0.720970219
arl3l2	2.367885649925623	0.087442355	0.849816204
trpm4a	2.3678930135972602	0.122309635	0.6961061
sox21a	2.368168077487476	0.063062994	0.849816204
bola1	2.368569879717742	0.128114931	0.783251317
taok2a	2.3687302019475727	0.088222271	0.773110117
zc3h12b	2.3689978721845137	0.087352704	0.849816204
tspan31	2.3694630926823894	0.06761749	0.869836025
tprb	2.369600995086934	0.06343969	0.848473916
sult1st1	2.3700113521168826	0.063472093	0.848473916
hoxc13a	2.3702098255192174	0.08561891	0.851993581
prkaa1	2.3706761105078815	0.061930138	0.860762534
cab39	2.371036279719029	0.12503851	0.788682677
sde2	2.3710554068968492	0.067676349	0.869473315
thbs3a	2.371112961522056	0.128318689	0.782665178
tp53inp1	2.371213709284925	0.087172088	0.849816204
VWDE	2.371231118967209	0.15924258	0.721404404
prr13	2.371266256325671	0.15863774	0.626834031
ift27	2.371402465237115	0.116880061	0.803179789
nsmaf	2.371478004301991	0.149036157	0.74252395
rnaset2	2.371641667135638	0.10436074	0.735206794
CPEB4 (2 of 2)	2.3718060151426625	0.063073793	0.867576954
HIP1R (1 of 2)	2.372018814089872	0.203046574	0.615193386
dph6	2.3721402722884393	0.209136889	0.595599732
atp6v1e1a	2.3723188518825085	0.198475041	0.62824271
abhd17c	2.3725786846827206	0.067729354	0.831877969
si:ch211-132d3.4	2.3727772852303985	0.135424166	0.670087552
sytl3	2.3728920669777227	0.073820475	0.8650546
cilp	2.373439055580884	0.063571645	0.849396771
ankrd13a	2.3737456592448027	0.206349175	0.604691796
slc38a3b	2.374682448911237	0.126693828	0.687670869
pi4kaa	2.3747447476722217	0.117545927	0.8017316
tfeb	2.3753517757529594	0.211724429	0.559460733
zgc:66472	2.375951461932015	0.077445133	0.802377397
tspan4a	2.376775777610279	0.184931016	0.66273745
MAP3K14 (2 of 2)	2.3769819186413303	0.118155653	0.800472344
zbtb8os	2.377012875761796	0.067010253	0.868243408
ino80db	2.3770354973357177	0.211402054	0.559841213
casp8ap2	2.3771246417786522	0.212101263	0.560338765
galnt2	2.3771608341217916	0.063324461	0.865142289
tmem30ab	2.3772268642528647	0.158827183	0.627012284
cc2d2a	2.377249124822174	0.147496923	0.745151763
rab35b	2.377643571959473	0.20799001	0.598435483
ABCC3	2.3776561813572825	0.142604811	0.75485944
lbx1b	2.377925648695672	0.102202803	0.827023783
prickle2b	2.377978675470658	0.11002535	0.723169076
gid8b	2.378053149777892	0.062979427	0.856809953
si:ch211-107p11.3	2.378190132055182	0.149277507	0.741475208
dnajc5gb	2.3782902145748066	0.100013261	0.830413245
C3H16orf13	2.378575213475694	0.085941435	0.850615975
pdxdc1	2.378588319055734	0.066267786	0.8677976
C1H3orf70 (2 of 2)	2.378805256044841	0.085861522	0.850693528
wu:fj16a03	2.379056424221151	0.124886372	0.69173029
ormdl2	2.3796033164314023	0.07238953	0.865142289
zgc:173575	2.380127438846466	0.208100001	0.597509745
golga4	2.3802641892134866	0.082326099	0.854958873
pgm2	2.3804957782917517	0.174703226	0.600844502
polr3glb	2.3805506853701095	0.064200003	0.849246291
gdpd3a	2.3806629931431695	0.149461111	0.740894708
fgfr1op	2.3807249740948775	0.066494482	0.86723471
setd1a	2.38099260631821	0.10125827	0.743154658
scyl3	2.3812742345455122	0.094525727	0.838395068
ppp1r21	2.3813529353281213	0.206505978	0.602724605
itpk1b	2.3813646602919643	0.206393231	0.603097974
si:ch211-89f7.1	2.381710261881318	0.210964127	0.585950468
si:ch211-89f7.1	2.381710261881318	0.210964127	0.585950468
snx27b	2.3818105376385894	0.091286809	0.842995031
c8g	2.382341893892072	0.184868822	0.662300508
hiat1a	2.382609385875948	0.203211799	0.564101957
slc45a4	2.382913896726518	0.094618732	0.838090136
ZNF629 (1 of 11)	2.383184464273799	0.09738323	0.833953538
cln6a	2.3832238872304496	0.159328754	0.720187575
afmid	2.3833031651174226	0.172115847	0.69217042
mmrn2b	2.3841460408966952	0.173744804	0.688388155
map1sa	2.384548256017313	0.063837542	0.854892498
tm2d2	2.384555964696499	0.198571365	0.62628909
arhgap24	2.3848212833951328	0.213026437	0.569632884
cxxc5b	2.38501464777344	0.101496147	0.742993798
vps26b	2.3850304957056734	0.072955621	0.817018965
tspan13b	2.3851777026838357	0.143993253	0.751486502
ccnh	2.385580951566862	0.140980573	0.757385973
CR381676.1	2.385743671126147	0.076188057	0.860898603
fam213aa	2.38619263552826	0.064676352	0.849396771
si:dkey-75a21.2	2.386524557275059	0.212152557	0.577644145
med30	2.3865385359079756	0.10476987	0.822126321
abhd17aa	2.386797545852445	0.141036494	0.757174156
rufy3	2.3868907921831433	0.070105688	0.865142289
fbxl3a	2.3870550631117187	0.081408466	0.855176054
cox14	2.3879798355375828	0.081548633	0.854892498
CLCC1	2.3880758950442926	0.172494802	0.690860761
si:ch211-37e10.2	2.3881069379442637	0.172157816	0.691622322
kif5c	2.3886577338500694	0.126743082	0.784086663
pcdh1g32	2.388665795485562	0.10578982	0.820284421
oatx	2.3886989847296225	0.077844408	0.858831813
hax1	2.38888042332892	0.20999216	0.562986993
klf8	2.388931586061685	0.099337037	0.830413245
adprh	2.389230290405854	0.207010773	0.599329291
BX908782.1	2.389688073340355	0.186211743	0.65818907
nemp1	2.3898511181981084	0.171334511	0.693319544
zdhhc4	2.3902700950027533	0.202164374	0.566243249
timm10b	2.3902849894754548	0.077781745	0.858661872
timm10b	2.3902849894754548	0.077781745	0.858661872
zbtb3	2.3903524338407194	0.104733651	0.821823094
accs	2.390495593071466	0.209625467	0.588927881
cenpi	2.390502802248797	0.11130542	0.811032684
txlng	2.390601570886944	0.086694435	0.779448204
chtf18	2.3909068294159646	0.139773149	0.66316645
mrpl51	2.3909184711375144	0.065056651	0.849816204
vamp4	2.391419502503447	0.1092109	0.814436692
stambpb	2.3915263142646643	0.132909745	0.772386374
TTF1 (4 of 6)	2.3917076795272463	0.129614152	0.778534928
slc45a2	2.3919614888789065	0.081657085	0.854241687
slc15a4	2.392176858323188	0.177393454	0.679171284
pgam2	2.392447667477188	0.178972473	0.675430091
hoxb4a	2.3932178346441586	0.165219421	0.706598458
ppm1ab	2.3935363417409996	0.198867625	0.624135046
zgc:162396	2.3935371741161546	0.20819231	0.593888844
syne1b	2.3935635108574655	0.129528431	0.778534928
tcf15	2.3938729107158334	0.065560833	0.861124912
pdzd2	2.394149816834554	0.124223621	0.788193297
C5H9orf16	2.394163140070159	0.081766643	0.85382223
tnpo1	2.394265953210295	0.083023497	0.789528388
si:ch211-240l14.1	2.394764097269098	0.174844318	0.684836876
ccdc124	2.3948107280329447	0.136014005	0.670781169
C21H9orf114	2.3951315181731387	0.081396388	0.854112892
txnl4b	2.395812380391254	0.128401575	0.780425164
aagab	2.396089365301184	0.075289511	0.860041506
si:dkey-66a8.7	2.39613104955991	0.127168034	0.782665178
map1lc3a	2.3964569763510264	0.079086151	0.856427301
saal1	2.3965549292579666	0.075743679	0.85958206
bphl	2.397368164725811	0.186764676	0.655941735
pik3r4	2.3974373302794167	0.209660562	0.586305673
si:ch211-113g11.6	2.39753820997539	0.198876274	0.623502311
gmppab	2.3975650627527028	0.192352288	0.577595419
LRP10	2.3975679832517893	0.066353225	0.860898603
ero1b	2.397712389390781	0.079082754	0.856246591
si:rp71-1g18.7	2.39785010347109	0.093221	0.76392176
nf1b	2.3979856322603186	0.184152685	0.662360817
sult2st1	2.3984395511834267	0.082021796	0.792789184
med27	2.398937816805606	0.065601736	0.853004569
polr3d	2.399064667568021	0.103111653	0.823554655
rbbp5	2.399064926231489	0.079289604	0.800472344
sugp1	2.3993853291446863	0.163034455	0.710794097
ap3m2	2.400677929631981	0.142431069	0.658930086
emx2	2.400738914492411	0.085527513	0.848473916
si:dkeyp-117h8.4	2.400764414184148	0.130344613	0.776396912
sfmbt2	2.400833803688825	0.149455518	0.739175714
si:ch211-149l1.2	2.401151217389772	0.066330322	0.847797403
ucmab	2.4011781712551117	0.166593286	0.615911559
hapln1b	2.401231796826232	0.102101223	0.824921439
ogt.2	2.401352053578922	0.106846205	0.732394587
RPS11 (2 of 2)	2.4016137179847297	0.17404486	0.686001626
si:ch211-116o3.5	2.401634772497838	0.098869499	0.829837991
hsf2	2.4016355526768116	0.068157673	0.83803491
nudt8	2.4018660133068197	0.171677372	0.691389763
tmem129	2.402110538211425	0.096069431	0.833953538
si:dkey-87o1.2	2.4022887248358527	0.066400302	0.857994095
ehbp1	2.4023402294985963	0.073453031	0.86024277
ift57	2.402388249528788	0.208463938	0.590045386
ADAP1	2.4029958739755983	0.077785464	0.805411041
ZC3H7B (2 of 2)	2.403026690721375	0.200808921	0.616868526
kmt2e	2.4031855714681734	0.089987466	0.772548899
slc25a39	2.4032244950834953	0.067106596	0.843992614
zgc:110224	2.403287291197051	0.091829979	0.839869305
si:dkey-9i23.15	2.4034424864050714	0.118537906	0.797474353
selt1a	2.403789337193085	0.104918841	0.73698728
asap2b	2.404142510598574	0.066499529	0.856774045
acacb	2.404164838982055	0.079502268	0.854858825
CTBP1	2.4043177344184867	0.110770872	0.723944712
lyar	2.4044316786493134	0.122021819	0.699854745
tfb2m	2.4046020512467514	0.069647609	0.860898603
kcnn3	2.4050776169357397	0.167334857	0.700829908
rnf150b	2.4054767960896726	0.152791959	0.731925686
mpped2	2.4057667685268274	0.099817935	0.827974952
xpot	2.405910511347432	0.066618823	0.849816204
tmem243b	2.4059119710544428	0.198155606	0.624294196
herc1	2.406530020959002	0.069907537	0.860374427
pax8	2.406561839346771	0.209513923	0.570099433
esyt1b	2.407188402030062	0.209369378	0.570099433
hnrnph3	2.4073127084144232	0.198404222	0.623345879
scp2b	2.407408057672956	0.106830076	0.816812199
si:dkey-244a7.1	2.4080417831344323	0.209668743	0.580256226
fntb	2.4080911626333648	0.070567444	0.830056995
map2k5	2.40812836236091	0.115457664	0.802377397
pik3c2a	2.4084041499012065	0.07588992	0.812032105
armc8	2.4086176295747617	0.191057948	0.643526833
CRTC2	2.408745121389057	0.188627242	0.649854026
TPM1	2.4088351254636162	0.191346939	0.580276151
tmtc1	2.408906704977204	0.106016114	0.817975028
HSD11B1L (1 of 2)	2.408927210532783	0.106376339	0.817394787
aatf	2.4092985543668726	0.123506195	0.697205533
mrpl19	2.4094262738051975	0.068918795	0.859016701
mysm1	2.409558846998653	0.16290328	0.71013768
mbtd1	2.4096112745362963	0.111742432	0.722307792
PARP14	2.4099057141933895	0.110200501	0.811063574
sh2d3ca	2.4099672246504045	0.111053699	0.723855873
gstt1b	2.4101039871778127	0.080645681	0.852796557
gstt1b	2.4101039871778127	0.080645681	0.852796557
asb8	2.4105485124367565	0.134080137	0.768527841
si:dkeyp-110g5.4	2.410591022860806	0.19230977	0.639929199
tbcd	2.410670577923902	0.089915609	0.841608116
ASPH	2.4111641317379755	0.090411939	0.772418569
snap29	2.4120612369366636	0.086610934	0.845687844
itsn1	2.4121545422891537	0.180357996	0.670043154
si:ch73-42p12.2	2.4127639116375983	0.070481429	0.85862287
gbp1	2.4128837211195395	0.143113662	0.658705706
dgcr6	2.41331080395024	0.200489295	0.616024463
dgcr6	2.41331080395024	0.200489295	0.616024463
si:dkey-23p11.2	2.413652006563161	0.178258885	0.598730355
zer1	2.4139622375039385	0.199805114	0.618024139
slc44a2	2.414013020388384	0.087967878	0.779021522
mpp2a	2.4140936631094467	0.193792061	0.635411724
rnf8	2.414152279198561	0.13333024	0.677742767
tmem50a	2.414602843999937	0.077710361	0.854858825
zranb1a	2.4148196561316966	0.121324741	0.791538375
arl2	2.414908474101687	0.116237063	0.800410389
med10	2.4149180084708792	0.107591	0.732039178
brd8	2.4149477680020226	0.105571578	0.736607863
asb12b	2.4151475001408804	0.103858916	0.820772995
smpx	2.41520657684447	0.067883311	0.853106672
stk11ip	2.415525997886158	0.199811954	0.572534916
inpp5b	2.41582848252448	0.148873535	0.648241014
fgd5a	2.416159314872203	0.172370104	0.688388155
pdcd6	2.4163727034568154	0.082579215	0.849816204
atxn2	2.416427362296082	0.122307478	0.789645931
atp1a3a	2.416619906014346	0.069829966	0.857003556
gtf3c5	2.416939368378691	0.204075047	0.570465303
ndel1b	2.4175749646801368	0.129022448	0.686662943
otud6b	2.417744570417036	0.073931268	0.856774045
arl4d	2.417876937659448	0.080292779	0.800472344
mier3a	2.41796758264463	0.121431027	0.791061715
cep290	2.4180287921871417	0.106176746	0.816812199
asah1b	2.4182190870534566	0.174676861	0.682848892
galns	2.4182574217471515	0.097780983	0.829697239
afg3l2	2.418433607248938	0.16418359	0.621566699
si:ch211-191j22.3	2.4188008988134895	0.095627466	0.760375153
ptch1	2.418817320956237	0.195214541	0.630741873
kif14	2.4189166744554744	0.151215782	0.644249057
st3gal2	2.41892300714325	0.068365418	0.8466592
dna2	2.4189379592748326	0.068254371	0.849816204
si:ch211-167b20.8	2.419122071779508	0.117408612	0.797996669
dpp3	2.419409336561389	0.075978277	0.855289672
tdp1	2.419765047550082	0.073185572	0.856568903
slc30a1b	2.4205827920911838	0.075348062	0.81610399
stil	2.4205840676839303	0.085681688	0.845687844
bbs7	2.421003133482436	0.097085189	0.830413245
nbeal1	2.4212689768221654	0.1725451	0.687464011
dhrs11a	2.4214169208005347	0.162943012	0.708928335
si:ch211-212o1.2	2.4214830782101133	0.131781926	0.771881001
thoc3	2.421556464037911	0.100691948	0.748568249
tmem180	2.4221564806341065	0.071797368	0.829255389
cox20	2.4223732828088607	0.131738981	0.771881001
rhot2	2.4224632776439794	0.162396754	0.710016536
zgc:66014	2.422607571260803	0.207914491	0.577644145
pdzk1	2.422893467613542	0.161221576	0.712521457
ccbl1	2.4229311528291606	0.131712022	0.771881001
clpxa	2.4235788708975545	0.151698699	0.643801702
tbrg1	2.4240449660891	0.204602845	0.572371675
CABZ01066926.1	2.4248018311113078	0.180522431	0.596649556
lats1	2.4248919134979423	0.07645673	0.85388891
si:ch1073-406l10.2	2.4249185165203233	0.178590344	0.672886473
map3k15	2.4253879816491426	0.129074566	0.776558325
aldh9a1b	2.425755937734472	0.069343407	0.844427635
herc2	2.4258333593461616	0.080344226	0.850615975
sestd1	2.426109771142117	0.069789223	0.840877164
mtmr6	2.4264994134352347	0.071811868	0.854628821
plxdc2	2.426953455964161	0.06964788	0.850882395
emc10	2.4275745537059303	0.107431251	0.733665717
cd3eap	2.42805062505954	0.081727185	0.797957905
tnika	2.4280612879630836	0.09413992	0.833793864
caskb	2.4283805020238494	0.074758961	0.853990653
gpatch3	2.4303922413742782	0.198865413	0.617888503
rbm45	2.430656657046403	0.195649322	0.578765929
mrps22	2.430754471567468	0.206601055	0.585643258
dcxr	2.431273495252401	0.080205539	0.849816204
enosf1	2.4318782396091936	0.124854214	0.783655902
ppt1	2.4319827863200296	0.070098056	0.847282263
ical1	2.432459681372591	0.081450805	0.848473916
sp9	2.4328293520581927	0.105086078	0.817018965
snx7	2.4331377260071627	0.070315226	0.843271279
ofd1	2.4332781628294446	0.078433269	0.850882395
gbgt1l4	2.433455694293226	0.070728346	0.849816204
cldn5b	2.433679378910134	0.102692675	0.8206409
pank1b	2.4337131899887616	0.070814194	0.849918816
cyp2v1	2.4337336382323316	0.202548252	0.575130745
acy3.2	2.43422657821789	0.09230613	0.77044311
spg7	2.4343450467705186	0.087463328	0.841669156
tomm40l	2.4349106692837066	0.076518102	0.815291838
ercc8	2.434973070107201	0.077229851	0.851332544
lhx9	2.435011515230436	0.197437047	0.621463362
ppil2	2.435167291611978	0.146964498	0.653526416
ccdc120	2.435442997018279	0.070555342	0.845096208
sec14l1	2.4355390147050016	0.150581542	0.733732725
dctn1a	2.43602320299215	0.141253455	0.752406045
irx1a	2.4361314652444155	0.200258239	0.576408793
ikbkap	2.436140802438917	0.07120651	0.849396771
skib	2.436334818859761	0.10852764	0.732088943
gon4l	2.436495564676453	0.165160182	0.621718673
cd276	2.436875445631563	0.071470232	0.8496371
slc16a10	2.4369654153606835	0.202745005	0.576071285
epdl1	2.4370632423078122	0.081618173	0.847541157
als2b	2.4374500846375113	0.157264501	0.635227273
rgs3a	2.4380898042846546	0.173024405	0.684579856
tnfaip8l1	2.4381103400764257	0.141564238	0.751602354
erlec1	2.438143930817647	0.085160687	0.789842822
slc16a12b	2.4388231495156383	0.191160222	0.584686476
creb3l3l	2.4401363297432823	0.074350937	0.850882395
papss1	2.440385921934555	0.15387988	0.726443848
EHMT2	2.4403994368297006	0.077789547	0.849845654
CLDN23 (1 of 3)	2.4409806446353315	0.145013209	0.657697524
pgls	2.4413222418792917	0.18797076	0.647306799
vcam1	2.4413818264015035	0.192334847	0.635379334
cdcp1a	2.441466705799198	0.142213641	0.750011167
pane1	2.441967726954547	0.18353366	0.658705706
TPGS1	2.4420553742166278	0.176251371	0.676549876
si:dkey-34e4.1	2.4421009470179498	0.07709194	0.849816204
si:ch211-276i12.9	2.4421168601669043	0.07684013	0.849918816
arntl1a	2.4423008818148766	0.091907842	0.83503245
RABL6 (2 of 2)	2.4425771444471196	0.194392206	0.629263355
parp12b	2.442815907494681	0.190565332	0.585950468
map1aa	2.4428877257430974	0.205081802	0.585950468
PAXBP1	2.442895128087991	0.071735903	0.840207897
cat	2.443142659650741	0.174401601	0.680804833
ccsapb	2.443432156168945	0.075558748	0.849918816
tmem135	2.4438021311878395	0.075542913	0.849816204
cnot11	2.443811869503812	0.075509413	0.849816204
chp2	2.4441148078007093	0.111572423	0.805411041
fez1	2.444162711160459	0.093794428	0.832292812
